Год,ФИО,Форма,Специальность,Ср_ЦТ,Ср_аттестат,Общий_балл,Проходной,Математика,Русский,Физика
2024,Мария Сидоров,целевое,Медицина,60.33,8.39,264.9,276,62,48,71
2024,Петр Иванов,бюджет,Право,78.0,9.3,327.0,346,91,93,50
2024,Мария Сидоров,платное,Экономика,72.33,7.62,293.2,286,93,52,72
2024,Петр Петров,платное,Медицина,82.33,7.89,325.9,304,60,89,98
2024,Мария Иванов,бюджет,Программная инженерия,73.0,8.13,300.3,281,86,43,90
2024,Анна Иванов,платное,Право,89.33,6.76,335.6,321,87,82,99
2024,Анна Иванов,целевое,Педагогика,52.67,8.91,247.1,324,55,42,61
2024,Иван Иванов,бюджет,Право,91.0,7.16,344.6,333,88,95,90
2024,Петр Петров,бюджет,Программная инженерия,85.67,7.12,328.2,342,100,79,78
2024,Мария Иванов,бюджет,Педагогика,78.67,6.42,300.2,340,77,65,94
2024,Сергей Сидоров,платное,Право,51.0,8.82,241.2,344,58,46,49
2024,Петр Петров,платное,Медицина,76.33,7.0,299.0,309,80,72,77
2024,Петр Иванов,платное,Педагогика,65.33,9.12,287.2,287,50,63,83
2024,Петр Иванов,платное,Программная инженерия,82.33,6.93,316.3,278,97,57,93
2024,Петр Петров,платное,Педагогика,64.0,6.18,253.8,250,76,53,63
2024,Иван Иванов,бюджет,Право,56.0,9.13,259.3,296,55,42,71
2024,Мария Петров,платное,Программная инженерия,52.67,9.39,251.9,312,42,42,74
2024,Анна Петров,бюджет,Педагогика,72.33,8.29,299.9,317,68,100,49
2024,Петр Иванов,платное,Программная инженерия,66.0,6.57,263.7,334,73,56,69
2024,Анна Иванов,платное,Программная инженерия,73.33,7.27,292.7,268,47,77,96
2024,Петр Петров,бюджет,Право,76.67,9.53,325.3,306,51,81,98
2024,Иван Иванов,платное,Педагогика,68.67,9.23,298.3,347,70,66,70
2024,Анна Петров,бюджет,Экономика,77.67,9.71,330.1,262,77,89,67
2024,Петр Петров,платное,Программная инженерия,67.0,6.29,263.9,338,87,54,60
2024,Мария Петров,целевое,Медицина,74.33,9.98,322.8,319,95,81,47
2024,Петр Иванов,платное,Право,57.0,7.5,246.0,310,64,47,60
2024,Анна Сидоров,платное,Программная инженерия,65.67,9.01,287.1,316,62,83,52
2024,Иван Иванов,бюджет,Педагогика,53.67,6.86,229.6,264,65,50,46
2024,Петр Иванов,платное,Программная инженерия,55.0,9.83,263.3,343,55,55,55
2024,Анна Петров,платное,Право,71.33,7.28,286.8,320,78,63,73
2024,Анна Петров,платное,Педагогика,90.67,7.03,342.3,300,92,88,92
2024,Иван Сидоров,платное,Медицина,60.67,8.08,262.8,275,56,69,57
2024,Петр Петров,платное,Экономика,71.33,8.31,297.1,331,93,46,75
2024,Петр Иванов,платное,Педагогика,57.67,8.7,260.0,307,64,59,50
2024,Петр Сидоров,бюджет,Программная инженерия,71.0,7.79,290.9,330,44,72,97
2024,Мария Сидоров,платное,Программная инженерия,78.67,6.65,302.5,272,85,84,67
2024,Анна Сидоров,бюджет,Медицина,71.33,9.95,313.5,285,100,68,46
2024,Мария Сидоров,платное,Медицина,66.33,6.18,260.8,258,46,53,100
2024,Петр Петров,бюджет,Медицина,81.67,8.49,329.9,256,76,70,99
2024,Петр Сидоров,платное,Экономика,73.67,6.72,288.2,296,73,100,48
2024,Иван Петров,бюджет,Экономика,85.67,9.36,350.6,269,69,98,90
2024,Мария Петров,бюджет,Программная инженерия,55.67,8.92,256.2,288,68,45,54
2024,Мария Сидоров,платное,Экономика,75.0,7.39,298.9,331,86,51,88
2024,Мария Петров,целевое,Педагогика,57.67,7.54,248.4,322,71,62,40
2024,Анна Иванов,платное,Экономика,63.67,7.73,268.3,280,86,58,47
2024,Иван Сидоров,платное,Право,63.33,6.71,257.1,325,43,78,69
2024,Петр Петров,бюджет,Медицина,68.33,8.04,285.4,287,49,97,59
2024,Мария Сидоров,платное,Педагогика,66.0,9.51,293.1,270,98,52,48
2024,Мария Иванов,платное,Экономика,76.33,9.15,320.5,283,100,88,41
2024,Мария Петров,платное,Медицина,67.67,8.22,285.2,256,55,100,48
2024,Петр Иванов,платное,Медицина,67.67,7.0,273.0,289,84,42,77
2024,Сергей Иванов,платное,Медицина,67.0,6.62,267.2,250,58,65,78
2024,Иван Петров,бюджет,Педагогика,83.33,8.64,336.4,295,82,73,95
2024,Иван Петров,бюджет,Экономика,84.0,8.26,334.6,350,61,92,99
2024,Иван Сидоров,платное,Программная инженерия,77.67,8.22,315.2,345,72,89,72
2024,Петр Иванов,целевое,Программная инженерия,58.33,6.75,242.5,259,43,42,90
2024,Сергей Сидоров,платное,Педагогика,67.0,7.78,278.8,332,91,45,65
2024,Петр Иванов,платное,Экономика,71.0,7.11,284.1,271,61,99,53
2025,Иван Петров,платное,Право,73.67,7.95,300.5,271,69,63,89
2025,Иван Сидоров,платное,Медицина,59.0,7.62,253.2,293,69,68,40
2025,Мария Иванов,платное,Педагогика,69.0,7.57,282.7,345,98,60,49
2025,Анна Петров,бюджет,Медицина,88.0,7.22,336.2,328,92,92,80
2025,Мария Петров,бюджет,Право,56.33,7.85,247.5,277,49,44,76
2025,Мария Иванов,платное,Экономика,55.67,7.74,244.4,281,45,71,51
2025,Мария Петров,бюджет,Экономика,63.0,8.87,277.7,283,55,44,90
2025,Петр Сидоров,платное,Экономика,68.33,9.58,300.8,284,53,81,71
2025,Петр Сидоров,платное,Медицина,69.0,7.77,284.7,281,60,86,61
2025,Мария Иванов,платное,Право,74.0,9.39,315.9,255,48,94,80
2025,Иван Иванов,платное,Медицина,72.0,9.55,311.5,256,96,76,44
2025,Анна Иванов,бюджет,Право,52.33,9.42,251.2,292,41,59,57
2025,Иван Иванов,бюджет,Педагогика,52.67,9.92,257.2,332,47,40,71
2025,Иван Сидоров,платное,Медицина,58.0,6.17,235.7,301,76,46,52
2025,Сергей Сидоров,платное,Программная инженерия,58.0,8.61,260.1,311,61,46,67
2025,Иван Петров,платное,Экономика,51.67,9.44,249.4,290,55,40,60
2025,Мария Петров,бюджет,Право,76.67,6.6,296.0,258,99,67,64
2025,Анна Сидоров,платное,Право,94.0,7.5,357.0,316,90,94,98
2025,Петр Сидоров,бюджет,Медицина,81.0,9.61,339.1,259,91,98,54
2025,Иван Иванов,платное,Экономика,93.33,9.67,376.7,276,100,93,87
2025,Анна Иванов,платное,Право,55.0,6.1,226.0,349,72,41,52
2025,Мария Иванов,платное,Право,58.33,9.36,268.6,298,64,63,48
2025,Иван Петров,платное,Медицина,66.33,7.88,277.8,297,40,60,99
2025,Сергей Петров,платное,Программная инженерия,55.0,9.73,262.3,257,49,42,74
2025,Анна Иванов,платное,Программная инженерия,75.67,8.01,307.1,286,63,66,98
2025,Иван Иванов,платное,Право,54.0,8.63,248.3,256,49,71,42
2025,Анна Петров,целевое,Педагогика,68.67,7.51,281.1,263,98,49,59
2025,Мария Иванов,бюджет,Право,93.33,9.26,372.6,333,86,100,94
2025,Анна Иванов,платное,Право,54.67,9.2,256.0,274,49,48,67
2025,Сергей Петров,платное,Программная инженерия,89.33,7.71,345.1,306,99,81,88
2025,Петр Петров,платное,Экономика,65.67,8.83,285.3,289,41,71,85
2025,Анна Петров,бюджет,Педагогика,95.33,6.41,350.1,329,99,87,100
2025,Петр Сидоров,бюджет,Медицина,56.67,7.2,242.0,286,75,44,51
2025,Петр Сидоров,бюджет,Педагогика,73.33,6.61,286.1,287,75,98,47
2025,Мария Петров,платное,Программная инженерия,66.67,8.25,282.5,283,53,53,94
2025,Мария Петров,платное,Экономика,64.0,6.3,255.0,348,99,42,51
2025,Иван Сидоров,бюджет,Педагогика,88.67,9.83,364.3,326,99,72,95
2025,Иван Иванов,бюджет,Педагогика,68.0,8.64,290.4,319,67,74,63
2025,Сергей Петров,платное,Педагогика,65.33,9.29,288.9,339,99,41,56
2025,Петр Сидоров,платное,Программная инженерия,63.0,7.04,259.4,281,66,69,54
2025,Мария Сидоров,бюджет,Педагогика,82.0,6.99,315.9,336,96,99,51
2025,Иван Иванов,целевое,Право,94.0,7.82,360.2,267,88,97,97
2025,Анна Петров,платное,Экономика,80.0,7.37,313.7,332,68,81,91
2025,Анна Сидоров,бюджет,Экономика,65.67,7.52,272.2,335,57,59,81
2025,Иван Иванов,целевое,Право,53.33,8.81,248.1,345,71,49,40
2025,Иван Петров,бюджет,Программная инженерия,70.67,6.64,278.4,313,100,65,47
2025,Сергей Иванов,платное,Программная инженерия,71.0,9.83,311.3,303,61,88,64
2025,Анна Иванов,целевое,Педагогика,66.67,6.56,265.6,290,75,74,51
2025,Сергей Сидоров,целевое,Экономика,62.0,7.12,257.2,284,57,83,46
2025,Анна Петров,платное,Программная инженерия,67.67,8.76,290.6,334,62,78,63
2025,Сергей Петров,бюджет,Медицина,95.33,7.28,358.8,317,93,93,100
2025,Сергей Иванов,платное,Экономика,63.33,7.12,261.2,322,54,40,96
2025,Петр Сидоров,целевое,Экономика,65.67,7.56,272.6,299,69,88,40
2025,Петр Сидоров,платное,Педагогика,73.0,8.81,307.1,310,87,54,78
2025,Мария Сидоров,бюджет,Программная инженерия,67.0,9.46,295.6,322,64,90,47
2025,Сергей Петров,бюджет,Программная инженерия,61.67,8.16,266.6,290,51,68,66
2025,Анна Петров,бюджет,Медицина,87.0,9.03,351.3,262,100,66,95
2025,Сергей Сидоров,платное,Медицина,70.67,7.33,285.3,320,64,57,91
2025,Мария Петров,бюджет,Право,62.67,8.75,275.5,254,76,41,71
2025,Анна Иванов,целевое,Медицина,96.67,7.66,366.6,263,93,99,98
2025,Мария Сидоров,платное,Экономика,74.0,6.48,286.8,325,69,94,59
2025,Мария Петров,бюджет,Экономика,63.0,7.08,259.8,328,62,62,65
2025,Анна Петров,платное,Педагогика,52.0,7.85,234.5,315,59,56,41
2025,Мария Иванов,платное,Медицина,78.67,9.15,327.5,342,73,80,83
2025,Иван Иванов,платное,Программная инженерия,59.0,6.1,238.0,289,75,42,60
2025,Анна Иванов,платное,Право,48.0,9.16,235.6,325,59,43,42
2025,Сергей Петров,платное,Право,66.67,6.21,262.1,273,72,41,87
2025,Сергей Петров,бюджет,Педагогика,70.33,9.24,303.4,286,67,57,87
2025,Сергей Иванов,платное,Медицина,65.0,9.7,292.0,307,49,92,54
2025,Иван Петров,платное,Медицина,71.0,8.34,296.4,281,73,74,66
2025,Мария Петров,платное,Педагогика,87.33,9.94,361.4,339,89,82,91
2025,Анна Сидоров,бюджет,Право,68.0,9.81,302.1,290,80,59,65
2025,Сергей Петров,платное,Педагогика,70.67,6.88,280.8,256,72,74,66
2025,Мария Петров,платное,Экономика,75.67,8.74,314.4,342,91,53,83
2025,Анна Петров,платное,Программная инженерия,60.67,6.59,247.9,256,75,47,60
2025,Сергей Петров,бюджет,Программная инженерия,69.67,9.82,307.2,334,45,78,86
2025,Петр Петров,платное,Медицина,59.67,8.81,267.1,326,42,75,62
2025,Мария Петров,бюджет,Экономика,77.67,7.09,303.9,334,77,82,74
2025,Иван Иванов,бюджет,Педагогика,65.33,7.75,273.5,342,60,77,59
2025,Мария Петров,бюджет,Медицина,71.0,9.48,307.8,302,61,74,78
2025,Сергей Иванов,платное,Педагогика,63.67,6.91,260.1,325,66,47,78
2025,Сергей Иванов,целевое,Медицина,58.0,8.51,259.1,297,50,74,50
2025,Сергей Сидоров,платное,Программная инженерия,61.67,7.87,263.7,256,76,61,48
2025,Иван Петров,платное,Право,62.0,6.32,249.2,337,77,51,58
2025,Петр Сидоров,бюджет,Экономика,85.67,9.63,353.3,300,98,99,60
2025,Петр Иванов,целевое,Медицина,64.33,7.26,265.6,251,80,49,64
2025,Анна Петров,платное,Право,71.67,6.74,282.4,320,58,88,69
2025,Анна Петров,бюджет,Медицина,68.0,7.91,283.1,313,81,53,70
2025,Анна Иванов,платное,Медицина,76.33,6.68,295.8,323,86,82,61
2025,Анна Иванов,платное,Медицина,53.67,6.33,224.3,350,40,60,61
2025,Мария Иванов,целевое,Программная инженерия,67.33,9.97,301.7,307,44,75,83
2025,Сергей Иванов,бюджет,Право,60.0,9.68,276.8,315,45,87,48
2025,Сергей Петров,платное,Экономика,73.67,9.99,320.9,311,100,43,78
2025,Сергей Сидоров,бюджет,Программная инженерия,80.33,7.95,320.5,299,74,84,83
2025,Мария Сидоров,бюджет,Программная инженерия,75.33,8.54,311.4,310,78,84,64
2025,Иван Иванов,бюджет,Программная инженерия,81.0,9.56,338.6,340,73,78,92
2025,Иван Иванов,платное,Право,77.33,9.66,328.6,313,96,58,78
2025,Анна Петров,бюджет,Экономика,84.33,8.86,341.6,296,99,86,68
2025,Мария Иванов,бюджет,Экономика,93.33,8.66,366.6,260,92,98,90
2025,Мария Иванов,целевое,Медицина,93.33,9.9,379.0,317,97,84,99
